"aluguel";"metragem";"ano";"aquecimento";"loc"
545,7;50;1898;0;"Média"
1390;90;1958;1;"Média"
580,7;35;1957;1;"Média"
1350;111;1934;0;"Média"
1041;86;1934;0;"Média"
940;86;1934;0;"Média"
861;98;1934;0;"Média"
954;105;1934;0;"Média"
1225;111;1934;0;"Média"
1162;111;1934;0;"Média"
1076,3;110;1934;0;"Média"
1469,7;95;1893;0;"Média"
456;86;1893;0;"Média"
603,9;32;1972;0;"Média"
766,6;86;1972;0;"Média"
1466,6;78;1971;0;"Média"
625;32;1912;1;"Média"
1130;45;1934;0;"Média"
726;38;1912;1;"Média"
950;50;1912;1;"Média"
1080,7;72;1968;0;"Média"
1080;80;1893;0;"Média"
256,6;53;1893;1;"Média"
567,6;78;1893;1;"Média"
336;50;1893;1;"Média"
266,7;46;1893;1;"Média"
766,3;53;1957;0;"Média"
702;48;1957;0;"Média"
521,1;76;1919;0;"Média"
701,3;76;1919;0;"Média"
571,3;40;1934;0;"Alta"
1220;99;1934;0;"Alta"
1216,2;109;1972;0;"Alta"
1257,2;81;1972;0;"Alta"
1105;101;1972;0;"Alta"
779,4;86;1934;0;"Alta"
1307,6;76;1934;0;"Alta"
1261;85;1957;0;"Alta"
1880;80;1934;0;"Alta"
701,5;85;1934;0;"Alta"
1712,6;60;1984;0;"Média"
828,5;61;1934;1;"Média"
700;32;1971;0;"Média"
578;34;1972;0;"Média"
966,6;55;1971;0;"Média"
1072,5;56;1969;0;"Média"
360;65;1893;1;"Média"
569,7;78;1893;1;"Média"
718,3;68;1957;0;"Média"
457;63;1957;0;"Média"
996,6;48;1972;0;"Média"
900;45;1972;0;"Média"
700;72;1893;0;"Média"
1211;68;1981;0;"Média"
1007;72;1961;0;"Média"
745,1;59;1981;0;"Média"
973,5;65;1985;0;"Média"
698,5;72;1893;1;"Média"
990,1;74;1893;1;"Média"
870;77;1960;0;"Média"
804;60;1957;0;"Média"
731,2;40;1972;0;"Média"
1079,1;70;1968;0;"Média"
616,3;40;1968;0;"Média"
1894,9;80;1957;0;"Média"
758,6;110;1893;1;"Média"
1459,1;70;1958;0;"Média"
727,7;39;1981;0;"Média"
781;46;1973;0;"Média"
1000;46;1973;0;"Média"
800;39;1973;0;"Média"
526,2;58;1919;0;"Média"
790;83;1919;0;"Média"
695,7;63;1957;0;"Média"
663,3;66;1900;0;"Média"
1625;90;1984;0;"Média"
430;52;1956;0;"Média"
1541,8;85;1919;0;"Média"
577;63;1893;1;"Média"
1200;110;1893;0;"Média"
669,9;62;1934;1;"Média"
865,8;77;1934;0;"Média"
1000,7;89;1934;1;"Média"
1367,6;73;1934;1;"Média"
614,7;47;1934;1;"Média"
1846,4;94;1893;1;"Média"
1332;72;1981;0;"Média"
1040;84;1981;0;"Média"
920;62;1981;0;"Média"
910;64;1981;0;"Média"
1022;84;1981;0;"Média"
514,9;38;1910;1;"Média"
445,8;42;1934;1;"Média"
696,2;61;1934;0;"Alta"
492,3;59;1893;0;"Alta"
345,2;61;1893;0;"Alta"
372,9;54;1893;1;"Média"
796,5;50;1919;0;"Média"
589,8;38;1934;0;"Média"
819,2;60;1919;0;"Média"
349,6;65;1893;1;"Média"
1139,6;49;1984;0;"Média"
1304,6;68;1972;0;"Alta"
928,1;70;1959;0;"Baixa"
683,5;75;1893;0;"Média"
1381,4;75;1893;0;"Média"
1373,4;75;1893;0;"Média"
1273,8;75;1893;0;"Média"
637;60;1893;0;"Média"
639;65;1893;0;"Média"
468;46;1893;0;"Média"
1700,6;85;1893;0;"Média"
820;92;1893;0;"Média"
704,9;94;1893;0;"Média"
770;74;1893;0;"Média"
811;105;1893;0;"Média"
1345;107;1893;0;"Média"
1324;70;1961;0;"Média"
729;70;1961;0;"Média"
650;51;1934;0;"Média"
882,5;90;1893;0;"Média"
1325;110;1893;0;"Média"
1659,2;90;1893;0;"Média"
1141,3;75;1893;0;"Média"
1020;42;1973;0;"Média"
1000;42;1973;0;"Média"
1120;90;1934;0;"Média"
1421,2;90;1934;0;"Média"
1744,2;85;1934;0;"Média"
1232,4;88;1934;0;"Média"
1060,1;44;1954;0;"Média"
850,1;83;1957;0;"Média"
591,5;86;1954;0;"Média"
773,7;100;1957;0;"Média"
879,8;98;1954;0;"Média"
811;101;1957;0;"Média"
294,2;54;1957;1;"Baixa"
776,5;46;1934;1;"Baixa"
513,9;78;1958;0;"Média"
1073,4;53;1934;0;"Baixa"
1171,1;63;1899;0;"Baixa"
666,3;78;1893;0;"Baixa"
692,3;96;1893;0;"Baixa"
563,9;90;1893;0;"Baixa"
348,8;38;1981;1;"Média"
475,5;42;1981;1;"Média"
517,2;40;1981;1;"Média"
502,1;40;1981;1;"Média"
944,7;57;1972;0;"Média"
1162,3;70;1972;0;"Média"
755,3;75;1957;0;"Média"
740,5;75;1957;0;"Média"
1529,3;94;1981;0;"Média"
730;43;1972;0;"Média"
670;37;1972;0;"Média"
540,1;38;1972;0;"Média"
969,1;70;1937;0;"Alta"
516,8;52;1937;1;"Alta"
725,8;70;1937;0;"Alta"
1121,7;92;1895;0;"Alta"
843,2;76;1893;0;"Alta"
1171,3;72;1895;0;"Alta"
456,3;58;1941;0;"Baixa"
796,6;40;1971;0;"Alta"
460,9;38;1972;0;"Alta"
1000,4;70;1972;0;"Alta"
1074,2;65;1972;0;"Alta"
1242,5;69;1972;0;"Alta"
937,6;68;1972;0;"Alta"
603,5;42;1972;0;"Alta"
454,3;34;1972;0;"Alta"
800,6;51;1957;0;"Alta"
561,7;40;1957;0;"Alta"
2445,2;100;1985;0;"Média"
1278,2;54;1957;0;"Alta"
980,7;72;1957;0;"Alta"
583,7;57;1972;0;"Média"
545,1;39;1957;0;"Média"
783,6;80;1972;0;"Alta"
1050,1;63;1955;0;"Média"
1294,6;120;1957;0;"Média"
769,9;83;1972;0;"Média"
652,8;48;1957;0;"Média"
667,2;88;1934;1;"Média"
1143,3;75;1985;0;"Média"
1099,5;70;1983;0;"Média"
1021,6;50;1983;0;"Média"
970,6;55;1893;0;"Alta"
671,1;37;1900;0;"Alta"
1129,9;60;1900;0;"Alta"
898,3;55;1893;0;"Alta"
575,6;92;1893;1;"Alta"
497,8;54;1893;0;"Alta"
629,4;30;1972;0;"Baixa"
637;65;1957;0;"Baixa"
178,6;65;1972;0;"Baixa"
1282,3;91;1974;0;"Baixa"
810,5;75;1957;0;"Alta"
814,7;75;1957;0;"Alta"
1234,3;49;1988;0;"Alta"
376,5;54;1964;0;"Média"
364,8;49;1964;0;"Média"
394,5;67;1957;0;"Média"
446,9;60;1902;1;"Alta"
246,6;56;1902;1;"Alta"
704,3;86;1985;0;"Média"
941,7;52;1972;0;"Média"
527,4;86;1972;0;"Média"
950,9;86;1972;0;"Média"
787,4;79;1957;0;"Média"
776,9;82;1957;0;"Média"
817,2;80;1957;0;"Média"
900;80;1957;0;"Média"
940;78;1957;0;"Média"
753,8;78;1972;0;"Média"
740,5;63;1957;0;"Média"
1430,6;89;1979;0;"Média"
897,7;70;1972;0;"Média"
559,5;72;1972;0;"Média"
1208,7;60;1935;1;"Média"
1582,7;120;1956;0;"Média"
768,3;41;1957;0;"Média"
1033,2;76;1957;0;"Média"
902,8;94;1972;0;"Média"
634,2;58;1972;0;"Média"
580;58;1972;0;"Média"
567,2;58;1957;0;"Média"
930;96;1972;0;"Média"
874,2;72;1976;0;"Média"
425,3;33;1981;0;"Alta"
1467,3;65;1981;0;"Alta"
572,1;45;1956;0;"Alta"
659,7;45;1956;0;"Alta"
537,7;35;1970;0;"Alta"
1248,7;78;1957;0;"Média"
654,9;40;1957;0;"Média"
667,8;90;1972;0;"Média"
454,8;55;1957;1;"Média"
1209,1;70;1957;0;"Média"
524,8;58;1969;0;"Média"
1231,4;87;1893;0;"Alta"
1281,2;76;1972;0;"Alta"
848,7;65;1972;0;"Média"
527,2;75;1968;0;"Média"
625,6;52;1972;0;"Alta"
2130,2;109;1957;0;"Alta"
1555,1;73;1957;0;"Alta"
708,2;65;1893;1;"Baixa"
1160,3;96;1972;0;"Alta"
2021,2;95;1969;0;"Alta"
1043,4;75;1972;0;"Alta"
452,5;92;1957;0;"Alta"
1281,4;60;1973;0;"Alta"
644,9;52;1974;0;"Alta"
662,8;30;1964;0;"Alta"
710;50;1969;0;"Alta"
476,6;60;1939;0;"Alta"
