carro	dono	item	nota
duster	151	Recomendação	10
duster	152	Estilo	9
duster	152	Acabamento	9
duster	152	Posição de dirigir	9
duster	152	Instrumentos	8
duster	152	Interior	10
duster	152	Porta-malas	10
duster	152	Desempenho	10
duster	152	Motor	10
duster	152	Câmbio	10
duster	152	Freios	10
duster	152	Suspensão	9
duster	152	Consumo	9
duster	152	Estabilidade	8
duster	152	Custo-Benefício 	8
duster	152	Recomendação	10
duster	153	Estilo	10
duster	153	Acabamento	8
duster	153	Posição de dirigir	9
duster	153	Instrumentos	7
duster	153	Interior	7
duster	153	Porta-malas	10
duster	153	Desempenho	8
duster	153	Motor	8
duster	153	Câmbio	8
duster	153	Freios	9
duster	153	Suspensão	9
duster	153	Consumo	6
duster	153	Estabilidade	8
duster	153	Custo-Benefício 	9
duster	153	Recomendação	9
duster	154	Estilo	9
duster	154	Acabamento	8
duster	154	Posição de dirigir	10
duster	154	Instrumentos	8
duster	154	Interior	10
duster	154	Porta-malas	9
duster	154	Desempenho	8
duster	154	Motor	8
duster	154	Câmbio	7
duster	154	Freios	8
duster	154	Suspensão	8
duster	154	Consumo	7
duster	154	Estabilidade	8
duster	154	Custo-Benefício 	9
duster	154	Recomendação	9
duster	155	Estilo	10
duster	155	Acabamento	8
duster	155	Posição de dirigir	10
duster	155	Instrumentos	10
duster	155	Interior	10
duster	155	Porta-malas	10
duster	155	Desempenho	9
duster	155	Motor	10
duster	155	Câmbio	10
duster	155	Freios	10
duster	155	Suspensão	10
duster	155	Consumo	7
duster	155	Estabilidade	10
duster	155	Custo-Benefício 	10
duster	155	Recomendação	10
duster	156	Estilo	9
duster	156	Acabamento	8
duster	156	Posição de dirigir	8
duster	156	Instrumentos	8
duster	156	Interior	9
duster	156	Porta-malas	10
duster	156	Desempenho	9
duster	156	Motor	10
duster	156	Câmbio	9
duster	156	Freios	9
duster	156	Suspensão	0
duster	156	Consumo	0
duster	156	Estabilidade	8
duster	156	Custo-Benefício 	8
duster	156	Recomendação	0
duster	157	Estilo	9
duster	157	Acabamento	9
duster	157	Posição de dirigir	10
duster	157	Instrumentos	8
duster	157	Interior	9
duster	157	Porta-malas	10
duster	157	Desempenho	9
duster	157	Motor	3
duster	157	Câmbio	9
duster	157	Freios	9
duster	157	Suspensão	9
duster	157	Consumo	8
duster	157	Estabilidade	9
duster	157	Custo-Benefício 	9
duster	157	Recomendação	9
duster	158	Estilo	10
duster	158	Acabamento	8
duster	158	Posição de dirigir	9
duster	158	Instrumentos	9
duster	158	Interior	10
duster	158	Porta-malas	10
duster	158	Desempenho	10
duster	158	Motor	9
duster	158	Câmbio	10
duster	158	Freios	10
duster	158	Suspensão	10
duster	158	Consumo	9
duster	158	Estabilidade	10
duster	158	Custo-Benefício 	10
duster	158	Recomendação	10
duster	159	Estilo	9
duster	159	Acabamento	9
duster	159	Posição de dirigir	9
duster	159	Instrumentos	9
duster	159	Interior	9
duster	159	Porta-malas	9
duster	159	Desempenho	9
duster	159	Motor	5
duster	159	Câmbio	9
duster	159	Freios	9
duster	159	Suspensão	5
duster	159	Consumo	9
duster	159	Estabilidade	9
duster	159	Custo-Benefício 	5
duster	159	Recomendação	5
duster	160	Estilo	9
duster	160	Acabamento	9
duster	160	Posição de dirigir	10
duster	160	Instrumentos	10
duster	160	Interior	9
duster	160	Porta-malas	10
duster	160	Desempenho	10
duster	160	Motor	10
duster	160	Câmbio	10
duster	160	Freios	9
duster	160	Suspensão	10
duster	160	Consumo	9
duster	160	Estabilidade	10
duster	160	Custo-Benefício 	10
duster	160	Recomendação	10
duster	161	Estilo	8
duster	161	Acabamento	8
duster	161	Posição de dirigir	10
duster	161	Instrumentos	8
duster	161	Interior	9
duster	161	Porta-malas	10
duster	161	Desempenho	8
duster	161	Motor	8
duster	161	Câmbio	9
duster	161	Freios	10
duster	161	Suspensão	9
duster	161	Consumo	8
duster	161	Estabilidade	10
duster	161	Custo-Benefício 	9
duster	161	Recomendação	10
duster	162	Estilo	10
duster	162	Acabamento	8
duster	162	Posição de dirigir	10
duster	162	Instrumentos	8
duster	162	Interior	10
duster	162	Porta-malas	10
duster	162	Desempenho	9
duster	162	Motor	10
duster	162	Câmbio	10
duster	162	Freios	9
duster	162	Suspensão	10
duster	162	Consumo	10
duster	162	Estabilidade	10
duster	162	Custo-Benefício 	9
duster	162	Recomendação	9
duster	163	Estilo	10
duster	163	Acabamento	7
duster	163	Posição de dirigir	9
duster	163	Instrumentos	8
duster	163	Interior	9
duster	163	Porta-malas	10
duster	163	Desempenho	9
duster	163	Motor	9
duster	163	Câmbio	9
duster	163	Freios	10
duster	163	Suspensão	8
duster	163	Consumo	8
duster	163	Estabilidade	10
duster	163	Custo-Benefício 	8
duster	163	Recomendação	9
duster	164	Estilo	7
duster	164	Acabamento	2
duster	164	Posição de dirigir	8
duster	164	Instrumentos	5
duster	164	Interior	7
duster	164	Porta-malas	7
duster	164	Desempenho	7
duster	164	Motor	8
duster	164	Câmbio	9
duster	164	Freios	8
duster	164	Suspensão	8
duster	164	Consumo	4
duster	164	Estabilidade	7
duster	164	Custo-Benefício 	7
duster	164	Recomendação	7
duster	165	Estilo	9
duster	165	Acabamento	9
duster	165	Posição de dirigir	10
duster	165	Instrumentos	9
duster	165	Interior	10
duster	165	Porta-malas	10
duster	165	Desempenho	8
duster	165	Motor	7
duster	165	Câmbio	9
duster	165	Freios	8
duster	165	Suspensão	9
duster	165	Consumo	8
duster	165	Estabilidade	9
duster	165	Custo-Benefício 	9
duster	165	Recomendação	10
duster	166	Estilo	10
duster	166	Acabamento	8
duster	166	Posição de dirigir	9
duster	166	Instrumentos	9
duster	166	Interior	10
duster	166	Porta-malas	10
duster	166	Desempenho	8
duster	166	Motor	8
duster	166	Câmbio	9
duster	166	Freios	7
duster	166	Suspensão	8
duster	166	Consumo	6
duster	166	Estabilidade	8
duster	166	Custo-Benefício 	8
duster	166	Recomendação	9
duster	167	Estilo	10
duster	167	Acabamento	8
duster	167	Posição de dirigir	10
duster	167	Instrumentos	9
duster	167	Interior	10
duster	167	Porta-malas	10
duster	167	Desempenho	8
duster	167	Motor	9
duster	167	Câmbio	8
duster	167	Freios	10
duster	167	Suspensão	9
duster	167	Consumo	7
duster	167	Estabilidade	9
duster	167	Custo-Benefício 	9
duster	167	Recomendação	9
duster	168	Estilo	7
duster	168	Acabamento	0
duster	168	Posição de dirigir	4
duster	168	Instrumentos	1
duster	168	Interior	1
duster	168	Porta-malas	5
duster	168	Desempenho	0
duster	168	Motor	0
duster	168	Câmbio	0
duster	168	Freios	5
duster	168	Suspensão	0
duster	168	Consumo	0
duster	168	Estabilidade	5
duster	168	Custo-Benefício 	1
duster	168	Recomendação	0
duster	169	Estilo	9
duster	169	Acabamento	9
duster	169	Posição de dirigir	8
duster	169	Instrumentos	8
duster	169	Interior	10
duster	169	Porta-malas	10
duster	169	Desempenho	10
duster	169	Motor	8
duster	169	Câmbio	9
duster	169	Freios	9
duster	169	Suspensão	7
duster	169	Consumo	5
duster	169	Estabilidade	8
duster	169	Custo-Benefício 	7
duster	169	Recomendação	8
duster	170	Estilo	10
duster	170	Acabamento	9
duster	170	Posição de dirigir	10
duster	170	Instrumentos	10
duster	170	Interior	10
duster	170	Porta-malas	8
duster	170	Desempenho	10
duster	170	Motor	10
duster	170	Câmbio	10
duster	170	Freios	9
duster	170	Suspensão	10
duster	170	Consumo	7
duster	170	Estabilidade	10
duster	170	Custo-Benefício 	10
duster	170	Recomendação	10
duster	171	Estilo	8
duster	171	Acabamento	8
duster	171	Posição de dirigir	9
duster	171	Instrumentos	9
duster	171	Interior	9
duster	171	Porta-malas	9
duster	171	Desempenho	8
duster	171	Motor	9
duster	171	Câmbio	6
duster	171	Freios	9
duster	171	Suspensão	9
duster	171	Consumo	9
duster	171	Estabilidade	9
duster	171	Custo-Benefício 	8
duster	171	Recomendação	9
duster	172	Estilo	8
duster	172	Acabamento	8
duster	172	Posição de dirigir	10
duster	172	Instrumentos	7
duster	172	Interior	10
duster	172	Porta-malas	10
duster	172	Desempenho	9
duster	172	Motor	10
duster	172	Câmbio	9
duster	172	Freios	9
duster	172	Suspensão	10
duster	172	Consumo	8
duster	172	Estabilidade	9
duster	172	Custo-Benefício 	9
duster	172	Recomendação	9
duster	173	Estilo	0
duster	173	Acabamento	0
duster	173	Posição de dirigir	7
duster	173	Instrumentos	1
duster	173	Interior	0
duster	173	Porta-malas	4
duster	173	Desempenho	0
duster	173	Motor	0
duster	173	Câmbio	5
duster	173	Freios	0
duster	173	Suspensão	0
duster	173	Consumo	0
duster	173	Estabilidade	3
duster	173	Custo-Benefício 	0
duster	173	Recomendação	0
duster	174	Estilo	9
duster	174	Acabamento	5
duster	174	Posição de dirigir	10
duster	174	Instrumentos	9
duster	174	Interior	8
duster	174	Porta-malas	10
duster	174	Desempenho	9
duster	174	Motor	8
duster	174	Câmbio	9
duster	174	Freios	9
duster	174	Suspensão	8
duster	174	Consumo	8
duster	174	Estabilidade	8
duster	174	Custo-Benefício 	10
duster	174	Recomendação	8
duster	175	Estilo	9
duster	175	Acabamento	7
duster	175	Posição de dirigir	9
duster	175	Instrumentos	9
duster	175	Interior	9
duster	175	Porta-malas	10
duster	175	Desempenho	9
duster	175	Motor	10
duster	175	Câmbio	8
duster	175	Freios	10
duster	175	Suspensão	10
duster	175	Consumo	8
duster	175	Estabilidade	10
duster	175	Custo-Benefício 	10
duster	175	Recomendação	10
duster	176	Estilo	9
duster	176	Acabamento	8
duster	176	Posição de dirigir	9
duster	176	Instrumentos	8
duster	176	Interior	9
duster	176	Porta-malas	10
duster	176	Desempenho	10
duster	176	Motor	10
duster	176	Câmbio	10
duster	176	Freios	10
duster	176	Suspensão	9
duster	176	Consumo	9
duster	176	Estabilidade	10
duster	176	Custo-Benefício 	10
duster	176	Recomendação	10
duster	177	Estilo	8
duster	177	Acabamento	3
duster	177	Posição de dirigir	9
duster	177	Instrumentos	8
duster	177	Interior	10
duster	177	Porta-malas	9
duster	177	Desempenho	6
duster	177	Motor	7
duster	177	Câmbio	8
duster	177	Freios	8
duster	177	Suspensão	8
duster	177	Consumo	7
duster	177	Estabilidade	8
duster	177	Custo-Benefício 	8
duster	177	Recomendação	9
duster	178	Estilo	8
duster	178	Acabamento	0
duster	178	Posição de dirigir	9
duster	178	Instrumentos	1
duster	178	Interior	0
duster	178	Porta-malas	2
duster	178	Desempenho	7
duster	178	Motor	6
duster	178	Câmbio	8
duster	178	Freios	7
duster	178	Suspensão	1
duster	178	Consumo	0
duster	178	Estabilidade	2
duster	178	Custo-Benefício 	2
duster	178	Recomendação	1
duster	179	Estilo	10
duster	179	Acabamento	8
duster	179	Posição de dirigir	10
duster	179	Instrumentos	10
duster	179	Interior	10
duster	179	Porta-malas	10
duster	179	Desempenho	10
duster	179	Motor	10
duster	179	Câmbio	9
duster	179	Freios	8
duster	179	Suspensão	10
duster	179	Consumo	9
duster	179	Estabilidade	10
duster	179	Custo-Benefício 	10
duster	179	Recomendação	10
duster	180	Estilo	9
duster	180	Acabamento	7
duster	180	Posição de dirigir	10
duster	180	Instrumentos	7
duster	180	Interior	8
duster	180	Porta-malas	9
duster	180	Desempenho	8
duster	180	Motor	9
duster	180	Câmbio	8
duster	180	Freios	8
duster	180	Suspensão	10
duster	180	Consumo	7
duster	180	Estabilidade	7
duster	180	Custo-Benefício 	10
duster	180	Recomendação	10
duster	181	Estilo	10
duster	181	Acabamento	8
duster	181	Posição de dirigir	10
duster	181	Instrumentos	9
duster	181	Interior	10
duster	181	Porta-malas	10
duster	181	Desempenho	9
duster	181	Motor	9
duster	181	Câmbio	10
duster	181	Freios	10
duster	181	Suspensão	10
duster	181	Consumo	8
duster	181	Estabilidade	9
duster	181	Custo-Benefício 	9
duster	181	Recomendação	10
duster	182	Estilo	10
duster	182	Acabamento	8
duster	182	Posição de dirigir	10
duster	182	Instrumentos	9
duster	182	Interior	9
duster	182	Porta-malas	10
duster	182	Desempenho	8
duster	182	Motor	8
duster	182	Câmbio	8
duster	182	Freios	10
duster	182	Suspensão	10
duster	182	Consumo	6
duster	182	Estabilidade	8
duster	182	Custo-Benefício 	7
duster	182	Recomendação	8
duster	183	Estilo	10
duster	183	Acabamento	8
duster	183	Posição de dirigir	10
duster	183	Instrumentos	10
duster	183	Interior	9
duster	183	Porta-malas	10
duster	183	Desempenho	10
duster	183	Motor	9
duster	183	Câmbio	10
duster	183	Freios	9
duster	183	Suspensão	10
duster	183	Consumo	10
duster	183	Estabilidade	10
duster	183	Custo-Benefício 	10
duster	183	Recomendação	10
duster	184	Estilo	9
duster	184	Acabamento	9
duster	184	Posição de dirigir	10
duster	184	Instrumentos	10
duster	184	Interior	10
duster	184	Porta-malas	10
duster	184	Desempenho	9
duster	184	Motor	10
duster	184	Câmbio	10
duster	184	Freios	10
duster	184	Suspensão	10
duster	184	Consumo	10
duster	184	Estabilidade	10
duster	184	Custo-Benefício 	10
duster	184	Recomendação	10
duster	185	Estilo	9
duster	185	Acabamento	9
duster	185	Posição de dirigir	10
duster	185	Instrumentos	8
duster	185	Interior	10
duster	185	Porta-malas	10
duster	185	Desempenho	9
duster	185	Motor	10
duster	185	Câmbio	10
duster	185	Freios	10
duster	185	Suspensão	9
duster	185	Consumo	8
duster	185	Estabilidade	8
duster	185	Custo-Benefício 	8
duster	185	Recomendação	10
duster	186	Estilo	9
duster	186	Acabamento	9
duster	186	Posição de dirigir	9
duster	186	Instrumentos	9
duster	186	Interior	10
duster	186	Porta-malas	10
duster	186	Desempenho	8
duster	186	Motor	9
duster	186	Câmbio	8
duster	186	Freios	9
duster	186	Suspensão	9
duster	186	Consumo	9
duster	186	Estabilidade	9
duster	186	Custo-Benefício 	10
duster	186	Recomendação	9
fluence	1	Estilo	8
fluence	1	Acabamento	7
fluence	1	Posição de dirigir	9
fluence	1	Instrumentos	9
fluence	1	Interior	9
fluence	1	Porta-malas	9
fluence	1	Desempenho	6
fluence	1	Motor	6
fluence	1	Câmbio	8
fluence	1	Freios	8
fluence	1	Suspensão	7
fluence	1	Consumo	7
fluence	1	Estabilidade	8
fluence	1	Custo-Benefício 	7
fluence	1	Recomendação	8
fluence	2	Estilo	9
fluence	2	Acabamento	4
fluence	2	Posição de dirigir	5
fluence	2	Instrumentos	4
fluence	2	Interior	5
fluence	2	Porta-malas	8
fluence	2	Desempenho	9
fluence	2	Motor	9
fluence	2	Câmbio	10
fluence	2	Freios	10
fluence	2	Suspensão	4
fluence	2	Consumo	0
fluence	2	Estabilidade	7
fluence	2	Custo-Benefício 	0
fluence	2	Recomendação	3
fluence	3	Estilo	9
fluence	3	Acabamento	6
fluence	3	Posição de dirigir	8
fluence	3	Instrumentos	9
fluence	3	Interior	9
fluence	3	Porta-malas	9
fluence	3	Desempenho	9
fluence	3	Motor	8
fluence	3	Câmbio	9
fluence	3	Freios	9
fluence	3	Suspensão	9
fluence	3	Consumo	6
fluence	3	Estabilidade	9
fluence	3	Custo-Benefício 	8
fluence	3	Recomendação	8
fluence	4	Estilo	8
fluence	4	Acabamento	7
fluence	4	Posição de dirigir	8
fluence	4	Instrumentos	10
fluence	4	Interior	10
fluence	4	Porta-malas	10
fluence	4	Desempenho	9
fluence	4	Motor	10
fluence	4	Câmbio	10
fluence	4	Freios	9
fluence	4	Suspensão	9
fluence	4	Consumo	6
fluence	4	Estabilidade	9
fluence	4	Custo-Benefício 	10
fluence	4	Recomendação	10
fluence	5	Estilo	10
fluence	5	Acabamento	9
fluence	5	Posição de dirigir	10
fluence	5	Instrumentos	10
fluence	5	Interior	10
fluence	5	Porta-malas	10
fluence	5	Desempenho	10
fluence	5	Motor	10
fluence	5	Câmbio	10
fluence	5	Freios	10
fluence	5	Suspensão	9
fluence	5	Consumo	4
fluence	5	Estabilidade	10
fluence	5	Custo-Benefício 	9
fluence	5	Recomendação	10
fluence	6	Estilo	10
fluence	6	Acabamento	6
fluence	6	Posição de dirigir	9
fluence	6	Instrumentos	9
fluence	6	Interior	9
fluence	6	Porta-malas	9
fluence	6	Desempenho	10
fluence	6	Motor	10
fluence	6	Câmbio	10
fluence	6	Freios	10
fluence	6	Suspensão	9
fluence	6	Consumo	7
fluence	6	Estabilidade	10
fluence	6	Custo-Benefício 	9
fluence	6	Recomendação	9
fluence	7	Estilo	9
fluence	7	Acabamento	6
fluence	7	Posição de dirigir	9
fluence	7	Instrumentos	8
fluence	7	Interior	10
fluence	7	Porta-malas	10
fluence	7	Desempenho	9
fluence	7	Motor	10
fluence	7	Câmbio	10
fluence	7	Freios	9
fluence	7	Suspensão	9
fluence	7	Consumo	8
fluence	7	Estabilidade	9
fluence	7	Custo-Benefício 	10
fluence	7	Recomendação	10
fluence	8	Estilo	9
fluence	8	Acabamento	8
fluence	8	Posição de dirigir	10
fluence	8	Instrumentos	9
fluence	8	Interior	10
fluence	8	Porta-malas	9
fluence	8	Desempenho	10
fluence	8	Motor	7
fluence	8	Câmbio	10
fluence	8	Freios	10
fluence	8	Suspensão	10
fluence	8	Consumo	9
fluence	8	Estabilidade	9
fluence	8	Custo-Benefício 	10
fluence	8	Recomendação	10
fluence	9	Estilo	8
fluence	9	Acabamento	3
fluence	9	Posição de dirigir	8
fluence	9	Instrumentos	8
fluence	9	Interior	8
fluence	9	Porta-malas	6
fluence	9	Desempenho	7
fluence	9	Motor	9
fluence	9	Câmbio	9
fluence	9	Freios	8
fluence	9	Suspensão	3
fluence	9	Consumo	6
fluence	9	Estabilidade	8
fluence	9	Custo-Benefício 	3
fluence	9	Recomendação	2
fluence	10	Estilo	9
fluence	10	Acabamento	9
fluence	10	Posição de dirigir	8
fluence	10	Instrumentos	9
fluence	10	Interior	10
fluence	10	Porta-malas	7
fluence	10	Desempenho	9
fluence	10	Motor	9
fluence	10	Câmbio	9
fluence	10	Freios	10
fluence	10	Suspensão	9
fluence	10	Consumo	7
fluence	10	Estabilidade	9
fluence	10	Custo-Benefício 	9
fluence	10	Recomendação	9
fluence	11	Estilo	9
fluence	11	Acabamento	8
fluence	11	Posição de dirigir	10
fluence	11	Instrumentos	9
fluence	11	Interior	10
fluence	11	Porta-malas	9
fluence	11	Desempenho	9
fluence	11	Motor	10
fluence	11	Câmbio	10
fluence	11	Freios	10
fluence	11	Suspensão	10
fluence	11	Consumo	8
fluence	11	Estabilidade	8
fluence	11	Custo-Benefício 	8
fluence	11	Recomendação	10
fluence	12	Estilo	8
fluence	12	Acabamento	8
fluence	12	Posição de dirigir	7
fluence	12	Instrumentos	8
fluence	12	Interior	9
fluence	12	Porta-malas	9
fluence	12	Desempenho	8
fluence	12	Motor	9
fluence	12	Câmbio	9
fluence	12	Freios	10
fluence	12	Suspensão	9
fluence	12	Consumo	7
fluence	12	Estabilidade	9
fluence	12	Custo-Benefício 	7
fluence	12	Recomendação	9
fluence	13	Estilo	9
fluence	13	Acabamento	8
fluence	13	Posição de dirigir	9
fluence	13	Instrumentos	8
fluence	13	Interior	8
fluence	13	Porta-malas	8
fluence	13	Desempenho	9
fluence	13	Motor	9
fluence	13	Câmbio	10
fluence	13	Freios	10
fluence	13	Suspensão	9
fluence	13	Consumo	8
fluence	13	Estabilidade	10
fluence	13	Custo-Benefício 	8
fluence	13	Recomendação	9
fluence	14	Estilo	8
fluence	14	Acabamento	8
fluence	14	Posição de dirigir	9
fluence	14	Instrumentos	8
fluence	14	Interior	7
fluence	14	Porta-malas	8
fluence	14	Desempenho	9
fluence	14	Motor	9
fluence	14	Câmbio	10
fluence	14	Freios	10
fluence	14	Suspensão	9
fluence	14	Consumo	8
fluence	14	Estabilidade	8
fluence	14	Custo-Benefício 	8
fluence	14	Recomendação	9
fluence	15	Estilo	8
fluence	15	Acabamento	7
fluence	15	Posição de dirigir	5
fluence	15	Instrumentos	8
fluence	15	Interior	10
fluence	15	Porta-malas	9
fluence	15	Desempenho	8
fluence	15	Motor	8
fluence	15	Câmbio	8
fluence	15	Freios	8
fluence	15	Suspensão	8
fluence	15	Consumo	2
fluence	15	Estabilidade	7
fluence	15	Custo-Benefício 	6
fluence	15	Recomendação	7
fluence	16	Estilo	9
fluence	16	Acabamento	6
fluence	16	Posição de dirigir	9
fluence	16	Instrumentos	3
fluence	16	Interior	8
fluence	16	Porta-malas	6
fluence	16	Desempenho	9
fluence	16	Motor	7
fluence	16	Câmbio	10
fluence	16	Freios	9
fluence	16	Suspensão	9
fluence	16	Consumo	8
fluence	16	Estabilidade	9
fluence	16	Custo-Benefício 	6
fluence	16	Recomendação	7
fluence	17	Estilo	9
fluence	17	Acabamento	8
fluence	17	Posição de dirigir	8
fluence	17	Instrumentos	9
fluence	17	Interior	9
fluence	17	Porta-malas	9
fluence	17	Desempenho	9
fluence	17	Motor	9
fluence	17	Câmbio	9
fluence	17	Freios	10
fluence	17	Suspensão	9
fluence	17	Consumo	7
fluence	17	Estabilidade	9
fluence	17	Custo-Benefício 	9
fluence	17	Recomendação	10
fluence	18	Estilo	10
fluence	18	Acabamento	10
fluence	18	Posição de dirigir	10
fluence	18	Instrumentos	10
fluence	18	Interior	10
fluence	18	Porta-malas	10
fluence	18	Desempenho	10
fluence	18	Motor	10
fluence	18	Câmbio	10
fluence	18	Freios	10
fluence	18	Suspensão	10
fluence	18	Consumo	8
fluence	18	Estabilidade	10
fluence	18	Custo-Benefício 	10
fluence	18	Recomendação	10
fluence	19	Estilo	9
fluence	19	Acabamento	7
fluence	19	Posição de dirigir	9
fluence	19	Instrumentos	6
fluence	19	Interior	10
fluence	19	Porta-malas	8
fluence	19	Desempenho	8
fluence	19	Motor	9
fluence	19	Câmbio	10
fluence	19	Freios	10
fluence	19	Suspensão	10
fluence	19	Consumo	7
fluence	19	Estabilidade	9
fluence	19	Custo-Benefício 	10
fluence	19	Recomendação	9
fluence	20	Estilo	10
fluence	20	Acabamento	9
fluence	20	Posição de dirigir	9
fluence	20	Instrumentos	10
fluence	20	Interior	10
fluence	20	Porta-malas	10
fluence	20	Desempenho	10
fluence	20	Motor	10
fluence	20	Câmbio	10
fluence	20	Freios	10
fluence	20	Suspensão	10
fluence	20	Consumo	8
fluence	20	Estabilidade	9
fluence	20	Custo-Benefício 	8
fluence	20	Recomendação	10
fluence	21	Estilo	10
fluence	21	Acabamento	10
fluence	21	Posição de dirigir	10
fluence	21	Instrumentos	10
fluence	21	Interior	10
fluence	21	Porta-malas	10
fluence	21	Desempenho	8
fluence	21	Motor	9
fluence	21	Câmbio	10
fluence	21	Freios	10
fluence	21	Suspensão	9
fluence	21	Consumo	7
fluence	21	Estabilidade	10
fluence	21	Custo-Benefício 	9
fluence	21	Recomendação	9
fluence	22	Estilo	9
fluence	22	Acabamento	8
fluence	22	Posição de dirigir	9
fluence	22	Instrumentos	9
fluence	22	Interior	9
fluence	22	Porta-malas	10
fluence	22	Desempenho	8
fluence	22	Motor	8
fluence	22	Câmbio	9
fluence	22	Freios	10
fluence	22	Suspensão	10
fluence	22	Consumo	7
fluence	22	Estabilidade	8
fluence	22	Custo-Benefício 	10
fluence	22	Recomendação	10
fluence	23	Estilo	10
fluence	23	Acabamento	9
fluence	23	Posição de dirigir	10
fluence	23	Instrumentos	9
fluence	23	Interior	10
fluence	23	Porta-malas	10
fluence	23	Desempenho	10
fluence	23	Motor	10
fluence	23	Câmbio	10
fluence	23	Freios	10
fluence	23	Suspensão	10
fluence	23	Consumo	7
fluence	23	Estabilidade	10
fluence	23	Custo-Benefício 	10
fluence	23	Recomendação	10
fluence	24	Estilo	6
fluence	24	Acabamento	5
fluence	24	Posição de dirigir	9
fluence	24	Instrumentos	5
fluence	24	Interior	5
fluence	24	Porta-malas	9
fluence	24	Desempenho	8
fluence	24	Motor	8
fluence	24	Câmbio	0
fluence	24	Freios	8
fluence	24	Suspensão	8
fluence	24	Consumo	0
fluence	24	Estabilidade	8
fluence	24	Custo-Benefício 	2
fluence	24	Recomendação	0
fluence	25	Estilo	8
fluence	25	Acabamento	4
fluence	25	Posição de dirigir	6
fluence	25	Instrumentos	6
fluence	25	Interior	6
fluence	25	Porta-malas	7
fluence	25	Desempenho	8
fluence	25	Motor	8
fluence	25	Câmbio	8
fluence	25	Freios	8
fluence	25	Suspensão	7
fluence	25	Consumo	6
fluence	25	Estabilidade	6
fluence	25	Custo-Benefício 	7
fluence	25	Recomendação	4
fluence	26	Estilo	10
fluence	26	Acabamento	9
fluence	26	Posição de dirigir	10
fluence	26	Instrumentos	10
fluence	26	Interior	10
fluence	26	Porta-malas	10
fluence	26	Desempenho	9
fluence	26	Motor	10
fluence	26	Câmbio	10
fluence	26	Freios	9
fluence	26	Suspensão	9
fluence	26	Consumo	7
fluence	26	Estabilidade	10
fluence	26	Custo-Benefício 	10
fluence	26	Recomendação	10
fluence	27	Estilo	10
fluence	27	Acabamento	9
fluence	27	Posição de dirigir	10
fluence	27	Instrumentos	10
fluence	27	Interior	9
fluence	27	Porta-malas	10
fluence	27	Desempenho	10
fluence	27	Motor	10
fluence	27	Câmbio	10
fluence	27	Freios	10
fluence	27	Suspensão	10
fluence	27	Consumo	9
fluence	27	Estabilidade	10
fluence	27	Custo-Benefício 	9
fluence	27	Recomendação	9
fluence	28	Estilo	9
fluence	28	Acabamento	9
fluence	28	Posição de dirigir	9
fluence	28	Instrumentos	8
fluence	28	Interior	9
fluence	28	Porta-malas	9
fluence	28	Desempenho	8
fluence	28	Motor	8
fluence	28	Câmbio	10
fluence	28	Freios	9
fluence	28	Suspensão	9
fluence	28	Consumo	7
fluence	28	Estabilidade	8
fluence	28	Custo-Benefício 	9
fluence	28	Recomendação	9
fluence	29	Estilo	9
fluence	29	Acabamento	8
fluence	29	Posição de dirigir	9
fluence	29	Instrumentos	10
fluence	29	Interior	10
fluence	29	Porta-malas	10
fluence	29	Desempenho	10
fluence	29	Motor	10
fluence	29	Câmbio	10
fluence	29	Freios	10
fluence	29	Suspensão	10
fluence	29	Consumo	8
fluence	29	Estabilidade	10
fluence	29	Custo-Benefício 	9
fluence	29	Recomendação	10
fluence	30	Estilo	4
fluence	30	Acabamento	3
fluence	30	Posição de dirigir	3
fluence	30	Instrumentos	2
fluence	30	Interior	2
fluence	30	Porta-malas	8
fluence	30	Desempenho	6
fluence	30	Motor	6
fluence	30	Câmbio	6
fluence	30	Freios	3
fluence	30	Suspensão	2
fluence	30	Consumo	1
fluence	30	Estabilidade	5
fluence	30	Custo-Benefício 	0
fluence	30	Recomendação	0
fluence	31	Estilo	10
fluence	31	Acabamento	9
fluence	31	Posição de dirigir	9
fluence	31	Instrumentos	10
fluence	31	Interior	10
fluence	31	Porta-malas	10
fluence	31	Desempenho	10
fluence	31	Motor	9
fluence	31	Câmbio	10
fluence	31	Freios	10
fluence	31	Suspensão	10
fluence	31	Consumo	8
fluence	31	Estabilidade	9
fluence	31	Custo-Benefício 	9
fluence	31	Recomendação	10
fluence	32	Estilo	10
fluence	32	Acabamento	9
fluence	32	Posição de dirigir	10
fluence	32	Instrumentos	7
fluence	32	Interior	7
fluence	32	Porta-malas	9
fluence	32	Desempenho	9
fluence	32	Motor	10
fluence	32	Câmbio	9
fluence	32	Freios	8
fluence	32	Suspensão	10
fluence	32	Consumo	7
fluence	32	Estabilidade	10
fluence	32	Custo-Benefício 	10
fluence	32	Recomendação	10
fluence	33	Estilo	8
fluence	33	Acabamento	9
fluence	33	Posição de dirigir	10
fluence	33	Instrumentos	8
fluence	33	Interior	8
fluence	33	Porta-malas	9
fluence	33	Desempenho	8
fluence	33	Motor	10
fluence	33	Câmbio	10
fluence	33	Freios	10
fluence	33	Suspensão	10
fluence	33	Consumo	7
fluence	33	Estabilidade	8
fluence	33	Custo-Benefício 	9
fluence	33	Recomendação	8
fluence	34	Estilo	10
fluence	34	Acabamento	9
fluence	34	Posição de dirigir	10
fluence	34	Instrumentos	9
fluence	34	Interior	8
